name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Japan Sales
L.A. Noire,2011-05-17,4,4,1997,83,2024-08-24 19:57:26,2017,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PlayStation 3,Xbox 360,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,0,0,0,0,Singleplayer,Atmospheric,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Third-Person Shooter,Nudity,Mystery,Mature,Cinematic,Crime,3D Vision,Detective,Noir,Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,558961,121870,Rockstar Games,Team Bondi,210000
L.A. Noire,2011-05-17,4,4,1997,83,2024-08-24 19:57:26,2017,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PlayStation 3,Xbox 360,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,0,0,0,0,Singleplayer,Atmospheric,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Third-Person Shooter,Nudity,Mystery,Mature,Cinematic,Crime,3D Vision,Detective,Noir,Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,558961,121870,Rockstar Games,Team Bondi,90000
For Honor,2017-02-13,3,4,1652,76,2024-08-04 19:18:13,1661,Mature,'Action',Massively Multiplayer,0,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,Story Rich,cooperative,Third Person,Partial Controller Support,Online Co-Op,Fantasy,Gore,Online multiplayer,PvP,Hack and Slash,War,Realistic,Medieval,MOBA,Swordplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,547486,112253,Ubisoft,Ubisoft Montreal,660000
For Honor,2017-02-13,3,4,1652,76,2024-08-04 19:18:13,1661,Mature,'Action',Massively Multiplayer,0,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,Story Rich,cooperative,Third Person,Partial Controller Support,Online Co-Op,Fantasy,Gore,Online multiplayer,PvP,Hack and Slash,War,Realistic,Medieval,MOBA,Swordplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,547486,112253,Ubisoft,Ubisoft Montreal,210000
For Honor,2017-02-13,3,4,1652,76,2024-08-04 19:18:13,1661,Mature,'Action',Massively Multiplayer,0,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,Epic Games,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,Story Rich,cooperative,Third Person,Partial Controller Support,Online Co-Op,Fantasy,Gore,Online multiplayer,PvP,Hack and Slash,War,Realistic,Medieval,MOBA,Swordplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,547486,112253,Ubisoft,Ubisoft Montreal,20000
Just Cause 3,2015-11-30,3,4,1533,74,2024-08-11 23:24:29,1545,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Funny,Exploration,Sandbox,Comedy,Third-Person Shooter,Moddable,Physics,Parkour,Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,547486,110908,Square Enix,Avalanche Studios,1070000
Just Cause 3,2015-11-30,3,4,1533,74,2024-08-11 23:24:29,1545,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Funny,Exploration,Sandbox,Comedy,Third-Person Shooter,Moddable,Physics,Parkour,Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,547486,110908,Square Enix,Avalanche Studios,410000
Just Cause 3,2015-11-30,3,4,1533,74,2024-08-11 23:24:29,1545,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,Open World,cooperative,Third Person,Funny,Exploration,Sandbox,Comedy,Third-Person Shooter,Moddable,Physics,Parkour,Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,547486,110908,Square Enix,Avalanche Studios,120000
Mortal Kombat X,2015-04-07,3,4,2048,76,2024-08-27 12:22:30,2057,Mature,'Action',Fighting,0,0,0,0,0,0,0,0,0,5,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Xbox Store,Steam,Google Play,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Third Person,Horror,Online Co-Op,Fantasy,Gore,Steam Leaderboards,Female Protagonist,Violent,Local Multiplayer,Mature,Competitive,Blood,2.5D,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,203564,Warner Bros. Interactive Entertainment,NetherRealm Studios,230000
Mortal Kombat X,2015-04-07,3,4,2048,76,2024-08-27 12:22:30,2057,Mature,'Action',Fighting,0,0,0,0,0,0,0,0,0,5,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,PlayStation Store,Xbox Store,Steam,Google Play,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Third Person,Horror,Online Co-Op,Fantasy,Gore,Steam Leaderboards,Female Protagonist,Violent,Local Multiplayer,Mature,Competitive,Blood,2.5D,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,203564,Warner Bros. Interactive Entertainment,NetherRealm Studios,40000
Minecraft,2009-05-10,4,5,2861,83,2024-08-28 20:23:30,2912,Everyone 10+,'Action',Simulation,Arcade,Massively Multiplayer,Indie,0,0,0,0,0,0,5,Android,PS Vita,PlayStation 4,PlayStation 3,Xbox 360,Nintendo 3DS,Nintendo Switch,macOS,PC,iOS,Wii U,Xbox One,Linux,0,0,0,0,0,0,0,0,0,Nintendo Store,App Store,PlayStation Store,Google Play,Xbox Store,0,0,0,0,Multiplayer,Sandbox,Crafting,3D,Building,vr mod,open-world,cube,modding,procedural-generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,875011,114528,Mojang,4J Studios,560000
Minecraft,2009-05-10,4,5,2861,83,2024-08-28 20:23:30,2912,Everyone 10+,'Action',Simulation,Arcade,Massively Multiplayer,Indie,0,0,0,0,0,0,5,Android,PS Vita,PlayStation 4,PlayStation 3,Xbox 360,Nintendo 3DS,Nintendo Switch,macOS,PC,iOS,Wii U,Xbox One,Linux,0,0,0,0,0,0,0,0,0,Nintendo Store,App Store,PlayStation Store,Google Play,Xbox Store,0,0,0,0,Multiplayer,Sandbox,Crafting,3D,Building,vr mod,open-world,cube,modding,procedural-generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,875011,114528,Mojang,4J Studios,490000
Cities: Skylines,2015-03-10,4,4,1468,85,2024-08-20 10:49:22,1478,Everyone,'Strategy',Simulation,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,Linux,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Funny,Sandbox,Steam Workshop,Includes level editor,Moddable,Family Friendly,Replay Value,Realistic,Building,Management,Real-Time with Pause,Economy,Resource Management,City Builder,Mod,Modern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,735039,121299,Koch Media,Colossal Order,70000
Cities: Skylines,2015-03-10,4,4,1468,85,2024-08-20 10:49:22,1478,Everyone,'Strategy',Simulation,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,Linux,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Funny,Sandbox,Steam Workshop,Includes level editor,Moddable,Family Friendly,Replay Value,Realistic,Building,Management,Real-Time with Pause,Economy,Resource Management,City Builder,Mod,Modern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,735039,121299,Koch Media,Colossal Order,30000
Titanfall 2,2016-10-28,4,5,1984,87,2024-08-09 12:46:33,2020,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,First-Person,Sci-fi,FPS,Gore,Exploration,Violent,Action-Adventure,PvP,Cinematic,Futuristic,Team-Based,combat,Fast-Paced,RTS,Military,Parkour,Online PvP,Steam Trading Cards,Robots,Time Travel,Mechs,Hero Shooter,grappling-hook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,Respawn Entertainment,620000
Titanfall 2,2016-10-28,4,5,1984,87,2024-08-09 12:46:33,2020,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,First-Person,Sci-fi,FPS,Gore,Exploration,Violent,Action-Adventure,PvP,Cinematic,Futuristic,Team-Based,combat,Fast-Paced,RTS,Military,Parkour,Online PvP,Steam Trading Cards,Robots,Time Travel,Mechs,Hero Shooter,grappling-hook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,Respawn Entertainment,370000
Brothers: A Tale of Two Sons,2013-08-07,4,5,1603,90,2024-08-24 20:05:18,1617,Teen,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,9,PlayStation 3,Xbox One,iOS,Nintendo Switch,Xbox 360,PlayStation 4,Android,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox 360 Store,Xbox Store,App Store,Google Play,Nintendo Store,Epic Games,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,Story Rich,2D,Third Person,Fantasy,Survival,Local Co-Op,Controller,controller support,Short,Colorful,Turn-Based Strategy,Walking Simulator,Top-Down,3D Vision,Linear,Stylized,Drama,Hand-drawn,Turn-Based Tactics,Lore-Rich,Puzzle Platformer,Grid-Based Movement,solitaire,Faith,Foreign,Sokoban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,688695,222153,505 Games,Starbreeze Studios,90000
Brothers: A Tale of Two Sons,2013-08-07,4,5,1603,90,2024-08-24 20:05:18,1617,Teen,'Action',Adventure,Indie,0,0,0,0,0,0,0,0,9,PlayStation 3,Xbox One,iOS,Nintendo Switch,Xbox 360,PlayStation 4,Android,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox 360 Store,Xbox Store,App Store,Google Play,Nintendo Store,Epic Games,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Great Soundtrack,Story Rich,2D,Third Person,Fantasy,Survival,Local Co-Op,Controller,controller support,Short,Colorful,Turn-Based Strategy,Walking Simulator,Top-Down,3D Vision,Linear,Stylized,Drama,Hand-drawn,Turn-Based Tactics,Lore-Rich,Puzzle Platformer,Grid-Based Movement,solitaire,Faith,Foreign,Sokoban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,688695,222153,505 Games,Starbreeze Studios,10000
Far Cry 5,2018-03-27,3,4,2048,80,2024-08-26 15:01:24,2088,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Story Rich,Open World,cooperative,First-Person,Partial Controller Support,FPS,Exploration,Female Protagonist,Survival,Stealth,Includes level editor,Character Customization,Captions available,Memes,Illuminati,America,Hunting,microtransactions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Ubisoft,Ubisoft,1730000
Far Cry 5,2018-03-27,3,4,2048,80,2024-08-26 15:01:24,2088,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Story Rich,Open World,cooperative,First-Person,Partial Controller Support,FPS,Exploration,Female Protagonist,Survival,Stealth,Includes level editor,Character Customization,Captions available,Memes,Illuminati,America,Hunting,microtransactions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Ubisoft,Ubisoft Montreal,470000
Far Cry 5,2018-03-27,3,4,2048,80,2024-08-26 15:01:24,2088,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,Story Rich,Open World,cooperative,First-Person,Partial Controller Support,FPS,Exploration,Female Protagonist,Survival,Stealth,Includes level editor,Character Customization,Captions available,Memes,Illuminati,America,Hunting,microtransactions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Ubisoft,Ubisoft,70000
Shadow of the Tomb Raider,2018-09-14,3,4,1564,78,2024-07-20 13:25:59,1581,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,PlayStation 4,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Epic Games,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,Third Person,Gore,Exploration,Female Protagonist,Survival,Violent,Stealth,Action-Adventure,Dark,Lara Croft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,729536,112253,Square Enix,Eidos Montreal,820000
Shadow of the Tomb Raider,2018-09-14,3,4,1564,78,2024-07-20 13:25:59,1581,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,PC,PlayStation 4,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Epic Games,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Open World,Third Person,Gore,Exploration,Female Protagonist,Survival,Violent,Stealth,Action-Adventure,Dark,Lara Croft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,729536,112253,Square Enix,Eidos Montreal,250000
Assassin's Creed Odyssey,2018-10-05,3,4,1998,85,2024-08-28 10:27:05,2030,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Atmospheric,steam-trading-cards,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Female Protagonist,Stealth,In-App Purchases,Captions available,Historical,Parkour,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,552989,121299,Ubisoft,Ubisoft Quebec,1400000
Assassin's Creed Odyssey,2018-10-05,3,4,1998,85,2024-08-28 10:27:05,2030,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Atmospheric,steam-trading-cards,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Female Protagonist,Stealth,In-App Purchases,Captions available,Historical,Parkour,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,552989,121299,Ubisoft,Ubisoft Quebec,350000
Assassin's Creed Odyssey,2018-10-05,3,4,1998,85,2024-08-28 10:27:05,2030,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,5,PlayStation 4,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Atmospheric,steam-trading-cards,RPG,Story Rich,Open World,Third Person,Partial Controller Support,Female Protagonist,Stealth,In-App Purchases,Captions available,Historical,Parkour,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,552989,121299,Ubisoft,Ubisoft Quebec,60000
Hitman 2,2018-11-13,4,4,1193,83,2024-08-07 01:34:47,1202,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,0,Singleplayer,Multiplayer,Great Soundtrack,Co-op,Open World,cooperative,Third Person,Gore,Sandbox,Violent,Stealth,Nudity,3rd-Person Perspective,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,547486,110908,Warner Bros. Interactive Entertainment,IO Interactive,220000
Hitman 2,2018-11-13,4,4,1193,83,2024-08-07 01:34:47,1202,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,0,Singleplayer,Multiplayer,Great Soundtrack,Co-op,Open World,cooperative,Third Person,Gore,Sandbox,Violent,Stealth,Nudity,3rd-Person Perspective,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,547486,110908,Warner Bros. Interactive Entertainment,IO Interactive,60000
No Man's Sky,2016-08-09,3,4,1513,75,2024-08-28 19:48:25,1525,Teen,'Action',Adventure,RPG,Simulation,Massively Multiplayer,Indie,0,0,0,0,0,5,Nintendo Switch,Xbox One,PC,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Open World,First-Person,Sci-fi,Horror,FPS,Exploration,Sandbox,Survival,Space,controller support,Mystery,Crafting,overlay,online,achievements,Procedural Generation,Illuminati,console,Epic,offline,nature,Science,fight,weapons,cloud saves,Space Sim,journey,ship,planets,galaxy,light,sun,sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,554096,126236,Hello Games,Hello Games,970000
No Man's Sky,2016-08-09,3,4,1513,75,2024-08-28 19:48:25,1525,Teen,'Action',Adventure,RPG,Simulation,Massively Multiplayer,Indie,0,0,0,0,0,5,Nintendo Switch,Xbox One,PC,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,GOG,Steam,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Open World,First-Person,Sci-fi,Horror,FPS,Exploration,Sandbox,Survival,Space,controller support,Mystery,Crafting,overlay,online,achievements,Procedural Generation,Illuminati,console,Epic,offline,nature,Science,fight,weapons,cloud saves,Space Sim,journey,ship,planets,galaxy,light,sun,sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,554096,126236,505 Games,Hello Games,40000
Assassin's Creed Origins,2017-10-27,3,4,1990,81,2024-08-26 15:03:34,2018,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,547486,110908,Ubisoft,Ubisoft Montreal,2110000
Assassin's Creed Origins,2017-10-27,3,4,1990,81,2024-08-26 15:03:34,2018,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,547486,110908,Ubisoft,Ubisoft Montreal,920000
XCOM 2,2016-02-04,4,4,1269,88,2024-08-21 19:08:33,1282,Teen,'RPG',Strategy,0,0,0,0,0,0,0,0,0,6,Nintendo Switch,macOS,PC,PlayStation 4,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,GOG,PlayStation Store,Steam,App Store,Xbox Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,cooperative,Sci-fi,Horror,Difficult,Tactical,Steam Workshop,Cross-Platform Multiplayer,Moddable,Turn-Based,Character Customization,Futuristic,Aliens,Turn-Based Strategy,Turn-Based Tactics,Perma Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,729401,194094,2K Games,Firaxis Games,160000
XCOM 2,2016-02-04,4,4,1269,88,2024-08-21 19:08:33,1282,Teen,'RPG',Strategy,0,0,0,0,0,0,0,0,0,6,Nintendo Switch,macOS,PC,PlayStation 4,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,GOG,PlayStation Store,Steam,App Store,Xbox Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Co-op,cooperative,Sci-fi,Horror,Difficult,Tactical,Steam Workshop,Cross-Platform Multiplayer,Moddable,Turn-Based,Character Customization,Futuristic,Aliens,Turn-Based Strategy,Turn-Based Tactics,Perma Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,729401,194094,2K Games,Firaxis Games,100000
